shop_id,chain_code,chain_name,shop_name,address,lat,lng,payment_tags,source_url,is_closed,accepts_online,phone,hours,note
matsuya-02c0488bc18d,matsuya,松屋,松屋 堺山本店（松のや併設）,大阪府堺市堺区山本町2-58-2,34.587462,135.472015,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3126,FALSE,TRUE,090-8190-3200,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0357233e3742,matsuya,松屋,松屋 中村橋店,東京都練馬区貫井2-2-5 ムツワビル1.2F,35.737451,139.637984,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/257,FALSE,TRUE,080-5928-0451,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-03822d89bb12,matsuya,松屋,松屋 鷺沼店,神奈川県川崎市宮前区鷺沼1-11-6 鷺沼第一ビル,35.578078,139.572957,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/685,FALSE,TRUE,080-5928-0977,7時から翌2時、ラストオーダー30分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-03977c7edb0e,matsuya,松屋,松屋 神戸三田駅前町店,兵庫県三田市駅前町19-10,34.886111,135.233511,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/682,FALSE,TRUE,080-5952-8460,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-039eaee11f9d,matsuya,松屋,松屋 薩摩川内店（松のや併設）,鹿児島県薩摩川内市大小路町17-12,31.825585,130.299558,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3077,FALSE,TRUE,090-3616-7166,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-03c3a8a9aa36,matsuya,松屋,松屋 東小金井店,東京都小金井市東町4-42-19,35.701364,139.524372,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/384,FALSE,TRUE,080-5928-0512,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-03cca753700f,matsuya,松屋,松屋 瓢箪山駅前店,大阪府東大阪市本町15-15,34.662163,135.640256,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/724,FALSE,TRUE,080-5985-8240,9時から24時,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-03d964fa5ecb,matsuya,松屋,松屋 横浜店,神奈川県横浜市西区南幸2-1-3 相鉄ムービル,35.463672,139.618898,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=20&sort=Shop.id&direction=asc,FALSE,FALSE,080-5928-0726,10時から22時、ラストオーダー30分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-03e49f07358c,matsuya,松屋,松屋 立命館大前店,京都府京都市北区平野宮西町117-3,35.032966,135.731186,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/799,FALSE,TRUE,080-9021-6674,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-040134633b78,matsuya,松屋,松屋 川崎砂子店（マイカリー食堂併設）,神奈川県川崎市川崎区砂子2-6-19,35.528424,139.70033,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1843,FALSE,TRUE,080-5928-0562,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0407051cb7d3,matsuya,松屋,松屋 高田馬場2丁目店,東京都新宿区高田馬場2-1-2,35.711761,139.709645,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/905,FALSE,TRUE,080-5928-0521,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-046af77b7a6d,matsuya,松屋,松屋 新琴似店（松のや併設）,北海道札幌市北区新琴似6条1-1-1,43.108029,141.333339,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2114,FALSE,TRUE,070-7596-1967,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-047640435ab3,matsuya,松屋,松屋 不動前店,東京都品川区西五反田4-30-12 福井ビル,35.626198,139.712762,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/377,FALSE,TRUE,080-5928-0620,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-04982af63115,matsuya,松屋,松屋 甲府国母店（松のや併設）,山梨県甲府市大里町358-1,35.625471,138.549968,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/733,FALSE,TRUE,080-5985-8211,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-04998be90c31,matsuya,松屋,松屋 紀ノ川大橋店,和歌山県和歌山市湊1820-99,34.234694,135.153746,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=29&sort=Shop.id&direction=asc,FALSE,FALSE,080-5928-1067,月から木：24時間営業、金：翌1時まで、土：6時30分から翌1時、日：6時30分から、ラストオーダー10分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-049cd1a31ade,matsuya,松屋,松屋 東根店（松のや併設）,山形県東根市蟹沢1862-2,38.425529,140.376037,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3381,FALSE,TRUE,070-2246-6499,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-04bd6dbb8b60,matsuya,松屋,松屋 百合ヶ丘店,神奈川県川崎市麻生区百合丘1-1-4,35.608455,139.516314,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2467,FALSE,TRUE,070-4713-2393,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-053cfd825248,matsuya,松屋,松屋 西五反田店,東京都品川区西五反田1-11-9 司ビル,35.624388,139.723408,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/202,FALSE,TRUE,080-5928-0589,24時間営業,混雑時は、モバイルオーダーのお客様も列にお並び頂き、従業員がご案内したのちお席について頂く運用となります。ご了承ください。 ※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0567dfae68b4,matsuya,松屋,松屋 南千住店,東京都荒川区南千住7-1-1 アクレスティ南千住Ｍ2-201,35.733291,139.798201,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/624,FALSE,TRUE,080-5928-1205,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-058f2e9e5d77,matsuya,松屋,松屋 千葉幸町店,千葉県千葉市美浜区幸町2-21-30,35.625498,140.09068,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/869,FALSE,TRUE,080-5928-0822,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-05d4d24889b0,matsuya,松屋,松屋 山形深町店（松のや併設）,山形県山形市深町1-2-28,38.236044,140.316329,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/498,FALSE,TRUE,080-5928-0974,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-05eab08132c9,matsuya,松屋,松屋 雑色店（松のや併設）,東京都大田区仲六郷2-28-2,35.550422,139.714385,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=97&sort=Shop.id&direction=asc,FALSE,FALSE,090-6726-6125,月：9時から、火から金：24時間営業、土：22時まで、日：9時から22時、ラストオーダー30分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0612aa21c84f,matsuya,松屋,松屋 金沢昌永町店,石川県金沢市昌永町18-5,36.580489,136.656653,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1180,FALSE,TRUE,080-6856-3534,2時から24時,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-061b91056c6d,matsuya,松屋,松屋 住之江公園店,大阪府大阪市住之江区新北島1-1-7 ビックドックプラザ1F,34.60842,135.472723,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/940,FALSE,TRUE,080-5928-1091,5時から翌2時、ラストオーダー15分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0660477d3a89,matsuya,松屋,松屋 有田インター店（松のや併設）,和歌山県有田郡有田川町大字天満163-1,34.055801,135.200527,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2194,FALSE,TRUE,090-1868-3723,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-066e8a5fa619,matsuya,松屋,松屋 那覇新都心店（マイカリー食堂併設）,沖縄県那覇市おもろまち4-2-8,26.224138,127.695583,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=130&sort=Shop.id&direction=asc,FALSE,FALSE,080-5952-8376,7時30分から22時,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-069bab532e9a,matsuya,松屋,松屋 新丸子店,神奈川県川崎市中原区新丸子742-3,35.580012,139.661191,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2881,FALSE,TRUE,090-6298-6869,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-06f842004921,matsuya,松屋,松屋 阪急南方駅前店（マイカリー食堂併設）,大阪府大阪市淀川区西中島3-17-2,34.725945,135.4991,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/212,FALSE,TRUE,080-5928-1112,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-071cd387f6f3,matsuya,松屋,松屋 鈴蘭台店,兵庫県神戸市北区鈴蘭台北町1-9-1 Bellstベルスト鈴蘭台,34.723944,135.14629,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=98&sort=Shop.id&direction=asc,FALSE,FALSE,080-5928-0679,8時から22時、ラストオーダー30分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-077a8143f828,matsuya,松屋,松屋 福山花園店,広島県福山市花園町2-5-34,34.480998,133.373224,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/738,FALSE,TRUE,080-5985-8215,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-07cba6735b9d,matsuya,松屋,松屋 朝霞泉水店（松のや併設）,埼玉県朝霞市泉水1-7-9,35.80297,139.576492,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2272,FALSE,TRUE,090-1849-2463,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-07e7c10ce30b,matsuya,松屋,松屋 ひばりが丘店,東京都西東京市ひばりが丘北3-3-14,35.751954,139.545121,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/177,FALSE,TRUE,080-5928-0439,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-07e7d5a2a666,matsuya,松屋,松屋 松阪大黒田店（松のや併設）,三重県松阪市大黒田町719-4,34.562958,136.527626,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1897,FALSE,TRUE,070-7596-1970,4時から翌2時,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-07f9619a3aa3,matsuya,松屋,松屋 鹿児島宇宿店（松のや併設）,鹿児島県鹿児島市宇宿2丁目24-16,31.540111,130.539246,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1384,FALSE,TRUE,080-5952-8429,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-08848a57a486,matsuya,松屋,松屋 北野店,東京都八王子市北野町546-2 横溝ビル,35.645317,139.354046,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/702,FALSE,TRUE,080-5985-8179,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-08cfccc42ed9,matsuya,松屋,松屋 上尾緑丘店（松のや併設）,埼玉県上尾市緑丘3-3-7,35.986671,139.578866,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/56,FALSE,TRUE,080-5928-0928,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0aa5210ac101,matsuya,松屋,松屋 枚方市役所前店,大阪府枚方市岡東町5-24,34.814682,135.649525,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/595,FALSE,TRUE,080-5928-1107,月：5時から、火から木：24時間営業、金：翌2時まで、土日：5時から翌2時,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0aae528e08f8,matsuya,松屋,松屋 駒込店,東京都豊島区駒込1-38-3 小宮山駒込ビル1.2F,35.735999,139.747644,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/331,FALSE,TRUE,080-5928-0669,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0ab4fc21330b,matsuya,松屋,松屋 稲沢店（松のや併設）,愛知県稲沢市正明寺2-16-2,35.249562,136.80654,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2679,FALSE,TRUE,080-5828-2379,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0ab6172801ae,matsuya,松屋,松屋 立川錦町店（マイカリー食堂併設）,東京都立川市錦町2-1-3 ICHIGO-M1ビル,35.696169,139.415174,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/216,FALSE,TRUE,080-5928-0546,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0ac45a27a8a6,matsuya,松屋,松屋 渋谷宮益坂店（松のや併設）,東京都渋谷区渋谷1丁目8-3 B1F,35.660288,139.705629,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3456,FALSE,TRUE,070-4793-4324,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0bb5ae386c90,matsuya,松屋,松屋 穴川オーツーパーク店（松のや併設）,千葉県千葉市稲毛区園生町380-1,35.651189,140.118513,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/912,FALSE,TRUE,080-5928-0826,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0bdc83b38544,matsuya,松屋,松屋 稲城矢野口店（松のや併設）,東京都稲城市矢野口517-2,35.638889,139.522709,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/896,FALSE,TRUE,080-5928-0570,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0c5ca7b8191d,matsuya,松屋,松屋 姫路大手前通店,兵庫県姫路市駅前町338,34.829667,134.691419,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1710,FALSE,TRUE,080-5928-0614,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0c953f21e7d9,matsuya,松屋,松屋 王子1丁目店,東京都北区王子1-6-11 都築ビル102号,35.75486,139.740217,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/915,FALSE,TRUE,080-5928-0693,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0d4e673b755d,matsuya,松屋,松屋 蓮根店,東京都板橋区蓮根2-31-3 萩原ビル,35.783845,139.678581,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/819,FALSE,TRUE,080-9021-6696,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0d6348645751,matsuya,松屋,松屋 清瀬店（松のや・マイカリー食堂併設）,東京都清瀬市松山1-9-4 清瀬魚久ビル1階,35.771406,139.519494,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1545,FALSE,TRUE,080-9021-6692,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0d8233d1ec03,matsuya,松屋,松屋 平井駅前店,東京都江戸川区平井4-11-4,35.706212,139.843604,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/842,FALSE,TRUE,080-5928-0652,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0d85d41ffceb,matsuya,松屋,松屋 垂水店,兵庫県神戸市垂水区神田町3番18号 ラ・メール垂水1F,34.630056,135.054947,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/605,FALSE,TRUE,080-5928-1165,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0e08aba441f4,matsuya,松屋,松屋 練馬店,東京都練馬区豊玉北5-18-11,35.737028,139.654276,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/210,FALSE,TRUE,080-5928-0445,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0e2f0e9e54d5,matsuya,松屋,松屋 王子店,東京都北区王子1-13-16 エイムビル1F,35.755321,139.736944,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/286,FALSE,TRUE,080-5928-0663,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0ed4902ebd39,matsuya,松屋,松屋 函館鍛治店（松のや併設）,北海道函館市鍛治2-8-9,41.806308,140.771693,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3155,FALSE,TRUE,090-7511-0843,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0ed79a149014,matsuya,松屋,松屋 上越高田店（松のや併設）,新潟県上越市土橋2600,37.131248,138.244679,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2443,FALSE,TRUE,090-3839-8340,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0f08183f87c9,matsuya,松屋,松屋 沼袋店,東京都中野区沼袋3-4-18,35.719239,139.663283,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/880,FALSE,TRUE,080-5928-0519,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0f5b333258a1,matsuya,松屋,松屋 布施寿町店（松のや併設）,大阪府東大阪市寿町3-10-19,34.652673,135.564233,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/909,FALSE,TRUE,080-5928-1085,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0f6cdf838d30,matsuya,松屋,松屋 山梨昭和店（松のや併設）,山梨県中巨摩郡昭和町飯喰字村西1131,35.619866,138.519168,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/760,FALSE,TRUE,080-5985-8260,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0f9676069d8d,matsuya,松屋,松屋 花小金井駅前店,東京都小平市花小金井1-8-6 大沢ビル(ビックアロービル),35.726848,139.512893,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/510,FALSE,TRUE,080-5928-0526,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-0fb09e1f88ba,matsuya,松屋,松屋 向原店,東京都豊島区東池袋4-41-27,35.72978,139.723465,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/758,FALSE,TRUE,080-5985-8253,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-103537067226,matsuya,松屋,松屋 香里園駅前店,大阪府寝屋川市香里南之町20-20,34.784098,135.630414,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1468,FALSE,TRUE,070-2182-1509,8時から24時,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-108f059bdca6,matsuya,松屋,松屋 池上3丁目店,東京都大田区池上3-3-1,35.577412,139.700145,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=66&sort=Shop.id&direction=asc,FALSE,FALSE,080-5985-8270,平日：9時30分から23時30分、土日祝：9時から23時30分、ラストオーダー30分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-10e529b9195f,matsuya,松屋,松屋 落合店,東京都新宿区上落合3-9-1 北村ビル,35.710423,139.684018,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/570,FALSE,TRUE,080-5928-0531,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-1190ed8b62f5,matsuya,松屋,松屋 朝霞台店,埼玉県朝霞市浜崎1-3-10 AX-1ビル1F,35.815584,139.587775,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/43,FALSE,TRUE,080-5928-0870,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-119b0b8df563,matsuya,松屋,松屋 東大阪川田店 (松のや併設),大阪府東大阪市川田1-15-8,34.691667,135.617572,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/701,FALSE,TRUE,080-5985-8159,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-11bef352e87a,matsuya,松屋,松屋 広小路本町店,愛知県名古屋市中区栄2-4-7 チサンマンション広小路1F,35.16831,136.901913,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=9&sort=Shop.id&direction=asc,FALSE,FALSE,080-5928-0990,9時から22時、ラストオーダー30分前,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-11f5b2bd5064,matsuya,松屋,松屋 神田南口店,東京都千代田区鍛冶町2-1-2 神田南口鋭光ビル,35.690893,139.771023,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/755,FALSE,TRUE,080-5985-8251,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-11fe510f033c,matsuya,松屋,松屋 古淵店,神奈川県相模原市南区古淵1-7-1,35.556136,139.419961,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/941,FALSE,TRUE,080-5928-0574,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-123488135cce,matsuya,松屋,松屋 池袋トキワ通店,東京都豊島区西池袋1丁目40番4号 川松ビル,35.732935,139.709899,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/550,FALSE,TRUE,080-5928-0707,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-1235f2ee0685,matsuya,松屋,松屋 広島千田店,広島県広島市中区東千田町2-3-23,34.378465,132.457894,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/742,FALSE,TRUE,080-5985-8222,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-12bf4f02e4b2,matsuya,松屋,松屋 足利店（松のや併設）,栃木県足利市朝倉町2-22-7,36.31602,139.446239,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3071,FALSE,TRUE,090-3616-7763,24時間営業,※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
matsuya-1348ea13e806,matsuya,松屋,松屋 三軒茶屋店,東京都世田谷区三軒茶屋1-32-15 ハイツ北岡1F,35.642381,139.670848,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/230,FALSE,TRUE,080-5928-0594,24時間営業,混雑時は、モバイルオーダーのお客様も列にお並び頂き、従業員がご案内したのちお席について頂く運用となります。ご了承ください。 ※22時から翌朝5時の間、 深夜料金として、7%前後を加算させていただきます。
